#-*-sh-*-
# 
# H1 HERA-II polarized data
# 

##########################################################
#  General parameters of this dataset 
##########################################################
AlposName                       "bla-33"  # A unique alpos name 
Description                    	"H1 CC e+p LH HERA II"
Reference                       "JHEP 09 (2012) 061 [arXiv:1206.7007]"
arXiv                           1206.7007
Title                           "Inclusive Deep Inelastic Scattering at High Q2 with Longitudinally Polarised Lepton Beams at HERA"
Inspire                         1120512



########################################################## 
#  Theory function settings 
#
#  theory parameters, specific to this dataset 
#  not specified parameters are taken from default as
#  specified in the global steering file                                      
##########################################################          
#TheoryFunction                   QcdnumDISCS
sqrt-s                           318.       # sqrt-s only needed if y is not given in table
e-charge                         +1.
#e-polarity                       -0.369616
e-polarity                       polEpLH
IsReducedCS                      false
IsNC                             false

PolErrUnc                       1.73
PolErrCorrLPol                  0.34
PolErrCorrTPol                  0.36

##########################################################          
#
#   Data table
#
##########################################################          

#   ColumnName = 'Q2','x', 'y','x-section','stat',2*'ignore', 'uncor',2*'ignore', 'V3','H3','N3','B2',12*'ignore','LUMI_HERAII_beta_500', 'L8'

Data {{
     Q2     x       y        Sigma      stat    syst    tot    uncor   unHadE corr  corVap+ corHadE+  corN+ PythSub+ uncTr+  uncVer+ uncBGF+  QEDr    Ndata     N_MC   N_bgr d-b/s    sigma_MC     ACC    PUR     STA lumi norm
    300  0.0080  0.3692   1.1991e+00   38.46   33.10   50.74   26.49   -2.65   19.84   16.47   -0.86   -0.70   -7.73   26.29    1.50    1.00    0.65     18.0      6.4    7.0  1.735   6.9116e-01   14.4   36.9   32.8   2.3 1.5
    300  0.0130  0.2272   4.0890e-01   28.41   16.23   32.72   11.02   -2.14   11.91    9.82   -0.66   -0.53   -5.35   10.61    1.72    1.00    0.64     31.0     19.4   11.4  1.008   4.0565e-01   33.8   44.4   45.3   2.3 1.5
    300  0.0320  0.0923   1.0089e-01   23.64    8.94   25.27    5.37   -1.95    7.13    5.14   -0.59    1.28   -4.46    3.80    2.93    1.29    0.63     32.0     30.6    8.1  0.783   1.2884e-01   61.4   47.6   56.9   2.3 1.5
    300  0.0800  0.0369   2.5569e-02   27.52    7.50   28.53    5.19   -2.43    5.40    1.72   -0.44   -4.06   -2.56    2.74    3.00    1.99    0.72     18.0     21.5    2.6  0.717   3.5648e-02   64.4   45.4   55.6   2.3 1.5
    500  0.0130  0.3787   2.8226e-01   20.44   11.90   23.65    7.10   -1.81    9.54    9.30   -0.72    0.27   -1.51    6.58    1.50    1.00    0.70     31.0     32.3    3.8  0.845   3.3420e-01   39.0   41.4   39.3   2.3 1.5
    500  0.0320  0.1538   1.0363e-01   15.20    5.01   16.01    3.08   -1.00    3.92    3.56   -0.26    0.73   -0.94    1.70    2.03    1.00    0.67     51.0     52.1    4.0  0.901   1.1503e-01   70.4   48.0   52.3   2.3 1.5
    500  0.0800  0.0615   3.8286e-02   14.17    4.26   14.79    3.72   -1.29    2.02    0.90   -0.37    0.73   -1.07    0.71    3.00    1.49    0.69     54.0     44.1    2.1  1.177   3.2535e-02   77.6   48.1   51.4   2.3 1.5
    500  0.1300  0.0379   1.2133e-02   41.49   13.97   43.78    6.06    0.17   12.58    0.05    0.24  -12.30   -0.00    4.80    3.00    2.00    0.79      6.0      7.5    0.1  0.785   1.5452e-02   27.8   48.0   33.0   2.3 1.5
   1000  0.0130  0.7574   2.3820e-01   18.38   11.41   21.63    6.26   -0.93    9.53    9.29   -0.35   -0.43   -1.56    5.86    1.50    1.00    0.82     36.0     28.7    3.4  1.139   2.0922e-01   34.8   36.2   35.8   2.3 1.5
   1000  0.0320  0.3077   1.2260e-01    9.91    3.34   10.45    2.32   -0.74    2.35    2.06   -0.19    0.58   -0.18    1.03    1.50    1.00    0.74    105.0     71.3    1.6  1.451   8.4501e-02   72.9   45.7   49.3   2.3 1.5
   1000  0.0800  0.1231   2.0235e-02   13.90    3.12   14.24    2.77   -0.60    1.34    0.40   -0.15    0.77   -0.22    0.25    2.40    1.02    0.71     54.0     67.7    1.1  0.781   2.5895e-02   83.8   52.0   55.1   2.3 1.5
   1000  0.1300  0.0757   7.3003e-03   26.07    4.71   26.49    3.76   -1.07    2.79    0.04   -0.32   -2.30   -0.00    1.00    3.00    1.57    0.74     15.0     25.4    0.1  0.585   1.2470e-02   56.4   52.6   47.1   2.3 1.5
   2000  0.0320  0.6154   5.3110e-02   11.29    3.48   11.82    2.45   -0.21    2.43    2.13   -0.07    0.63   -0.27    1.37    1.50    1.00    0.91     82.0     69.9    1.8  1.147   4.6306e-02   67.6   39.4   43.0   2.3 1.5
   2000  0.0800  0.2461   1.5586e-02   11.52    2.46   11.78    2.03   -0.20    1.30    0.12   -0.23    0.89   -0.10    0.23    1.55    1.00    0.79     78.0     82.0    1.3  0.935   1.6676e-02   82.7   53.3   56.4   2.3 1.5
   2000  0.1300  0.1515   6.9224e-03   17.06    3.32   17.38    2.94    0.54    1.44    0.02    0.28    0.73   -0.00    0.21    2.59    1.02    0.75     35.0     42.2    0.3  0.822   8.4253e-03   73.4   53.4   51.2   2.3 1.5
   2000  0.2500  0.0788   2.2751e-03   31.81    9.95   33.33    3.84    1.19    9.16    0.00    0.59   -8.84   -0.00    1.25    3.00    1.47    0.79     10.0     10.6    0.1  0.936   2.4310e-03   31.1   59.3   43.5   2.3 1.5
   3000  0.0800  0.3692   1.1789e-02   11.28    3.11   11.71    2.54    1.45    1.73   -0.03    0.45    1.37   -0.04    0.32    1.50    1.00    1.00     81.0     74.2    1.2  1.074   1.0973e-02   78.7   46.1   49.2   2.3 1.5
   3000  0.1300  0.2272   5.3931e-03   14.91    2.82   15.18    2.26    0.96    1.61   -0.04    0.36    1.07   -0.08    0.17    1.56    1.00    0.85     46.0     49.4    0.5  0.920   5.8628e-03   79.9   54.1   54.0   2.3 1.5
   3000  0.2500  0.1181   1.5697e-03   23.06    4.32   23.46    3.67    2.37    2.23    0.00    0.60   -1.36   -0.00    0.24    2.49    1.01    0.78     19.0     21.3    0.1  0.887   1.7690e-03   54.9   59.4   50.9   2.3 1.5
   5000  0.0800  0.6154   3.5873e-03   21.03    4.67   21.55    3.46    2.46    2.72   -0.25    0.79    2.19   -0.08    0.83    1.50    1.00    1.42     25.0     33.7    1.2  0.705   5.0909e-03   74.0   31.8   36.6   2.3 1.5
   5000  0.1300  0.3787   3.0498e-03   15.56    3.85   16.03    2.75    1.73    1.91   -0.05    0.34    1.39   -0.00    0.10    1.50    1.00    1.15     42.0     41.0    0.3  1.015   3.0039e-03   82.7   49.5   52.1   2.3 1.5
   5000  0.2500  0.1969   8.0788e-04   22.50    4.20   22.89    3.14    2.36    1.95    0.00    0.67    1.00   -0.00    0.10    1.54    1.00    0.95     20.0     24.8    0.1  0.800   1.0100e-03   71.8   56.5   53.4   2.3 1.5
   5000  0.4000  0.1231   5.2486e-04   40.87   11.67   42.51    6.68    6.16    9.30    0.00    1.45   -8.27   -0.00    0.10    2.24    1.00    0.84      6.0      2.8    0.0  2.174   2.4144e-04   24.0   67.7   35.8   2.3 1.5
   8000  0.1300  0.6059   6.8207e-04   29.71    7.17   30.57    5.69    5.10    3.17   -0.20    1.02    2.35   -0.00    0.10    1.50    1.00    1.77     12.0     20.9    0.3  0.559   1.2204e-03   93.4   34.2   45.3   2.3 1.5
