!
! This datafile is a successor of the Dataset 7.
! We assume that S = 101568.0
! H1 Collaboration, DESY
!
&Data
   Name  = 'H1 NC High Q2 e-p 98-99 high y'
   NData =  13                        ! Number of data points
   NColumn =  15                      ! Number of all columns
   ColumnType = 3*'Bin','Sigma',11*'Error'
   ColumnName = 'x','y','Q2','reduced x-section','stat','uncor','ignore','corlum', 'E2','T3','H2','N1','B2','S1','xlum_4'

   NInfo    = 4
   DataInfo =  318.,        -1.,	0.,	   1.
   CInfo    = 'sqrt(S)','e charge','e polarity', 'reduced'

   IndexDataset = 7

   Reaction = 'NC e+-p'          

   Percent = 2*false, 9*true

&END
0.1300000E-02 0.7500000E+00 0.1000000E+03 0.1368000E+01 0.5472000E-01 0.07524 0.9600398E-01 0.5 -0.7 -1.0 0.5 0.3 0.0 -0.9 1.7292
0.2000000E-02 0.4920000E+00 0.1000000E+03 0.1293000E+01 0.4396200E-01 0.042669 0.6883328E-01 0.5 0.5 -1.8 0.9 0.6 -1.1 0.0 1.7292
0.1600000E-02 0.7500000E+00 0.1200000E+03 0.1342000E+01 0.5636400E-01 0.064416 0.8882581E-01 0.5 -0.3 -1.5 0.6 0.3 0.0 -0.7 1.7292
0.2000000E-02 0.5910000E+00 0.1200000E+03 0.1325000E+01 0.4372500E-01 0.0424 0.6658042E-01 0.5 -0.4 -1.4 -0.2 0.3 -1.4 0.0 1.7292
0.3200000E-02 0.3690000E+00 0.1200000E+03 0.1198000E+01 0.3594000E-01 0.038336 0.5781513E-01 0.5 0.8 -1.7 0.5 0.4 -0.3 0.0 1.7292
0.2000000E-02 0.7500000E+00 0.1500000E+03 0.1339000E+01 0.5891600E-01 0.064272 0.8996247E-01 0.5 0.8 -0.8 0.5 0.3 0.0 -0.6 1.7292
0.2600000E-02 0.7500000E+00 0.2000000E+03 0.1188000E+01 0.5702400E-01 0.057024 0.8455689E-01 0.5 0.4 -1.7 0.6 0.4 0.0 -0.6 1.7292
0.3300000E-02 0.7500000E+00 0.2500000E+03 0.1126000E+01 0.6418200E-01 0.055174 0.8800827E-01 0.5 1.0 -1.9 0.5 0.3 0.0 -0.7 1.7292
0.3900000E-02 0.7500000E+00 0.3000000E+03 0.1068000E+01 0.6514800E-01 0.052332 0.8454081E-01 0.5 -0.4 -1.3 0.3 0.3 0.0 -0.7 1.7292
0.5300000E-02 0.7500000E+00 0.4000000E+03 0.1101000E+01 0.7046400E-01 0.056151 0.9154867E-01 0.5 -0.6 -1.4 0.3 0.2 0.0 -0.6 1.7292
0.6600000E-02 0.7500000E+00 0.5000000E+03 0.1099000E+01 0.7583100E-01 0.057148 0.9577078E-01 0.5 -0.3 -0.8 0.5 0.3 0.0 -0.2 1.7292
0.8500000E-02 0.7500000E+00 0.6500000E+03 0.1056000E+01 0.8659200E-01 0.059136 0.1046772E+00 0.5 -1.0 -0.2 -0.2 0.2 0.0 -0.4 1.7292
0.1050000E-01 0.7500000E+00 0.8000000E+03 0.9380000E+00 0.8629600E-01 0.055342 0.1023495E+00 0.5 -0.6 -1.0 0.3 0.0 0.0 -0.1 1.7292
